Name,Type,Level,Race,Attribute,ATK,DEF,Total
Synchro Material,Trap Card,,Normal,,,,
Calming Magic,Spell Card,,Normal,,,,
Cemetary Bomb,Trap Card,,Normal,,,,
Machine Duplication,Spell Card,,Normal,,,,
Hieratic Seal of Supremacy,Spell Card,,Normal,,,,
Pot of Benevolence,Spell Card,,Normal,,,,
Underworld Egg Clutch,Trap Card,,Normal,,,,
Rainbow Gravity,Trap Card,,Normal,,,,
Double Cipher,Trap Card,,Normal,,,,
Scrap-Iron Statue,Trap Card,,Normal,,,,
Shield & Sword,Spell Card,,Normal,,,,
Infernity Inferno,Trap Card,,Normal,,,,
Galaxy Queen's Light,Spell Card,,Normal,,,,
That Wacky Magic!,Spell Card,,Normal,,,,
Wall of Thorns,Trap Card,,Normal,,,,
Red Cocoon,Trap Card,,Normal,,,,
Thousand Knives,Spell Card,,Normal,,,,
Iron Call,Spell Card,,Normal,,,,
Physical Double,Trap Card,,Normal,,,,
Phoenix Wing Wind Blast,Trap Card,,Normal,,,,
Trojan Blast,Trap Card,,Normal,,,,
Morphtronic Mix-up,Trap Card,,Normal,,,,
Localized Tornado,Trap Card,,Normal,,,,
Past Image,Trap Card,,Normal,,,,
Gorgon's Eye,Trap Card,,Normal,,,,
Skill Prisoner,Trap Card,,Normal,,,,
Heavy Slump,Trap Card,,Normal,,,,
Wrath of Neos,Spell Card,,Normal,,,,
The Paths of Destiny,Trap Card,,Normal,,,,
Venom Burn,Trap Card,,Normal,,,,
Hidden Armory,Spell Card,,Normal,,,,
Card Advance,Spell Card,,Normal,,,,
Raidraptor - Call,Spell Card,,Normal,,,,
Wonder Garage,Trap Card,,Normal,,,,
Synchro Gift,Spell Card,,Normal,,,,
Shiranui Style Swallow's Slash,Trap Card,,Normal,,,,
Peeking Goblin,Spell Card,,Normal,,,,
Crystron Entry,Trap Card,,Normal,,,,
Red Supremacy,Trap Card,,Normal,,,,
Ancient Gear Explosive,Spell Card,,Normal,,,,
Qlimate Change,Trap Card,,Normal,,,,
Ghostrick Vanish,Trap Card,,Normal,,,,
Darklord Rebellion,Trap Card,,Normal,,,,
"Gleipnir, the Fetters of Fenrir",Trap Card,,Normal,,,,
Aquamirror Illusion,Trap Card,,Normal,,,,
Soul Charge,Spell Card,,Normal,,,,
Luna Light Perfume,Spell Card,,Normal,,,,
Plant Food Chain,Trap Card,,Normal,,,,
The Transmigration Prophecy,Trap Card,,Normal,,,,
Archfiend's Roar,Trap Card,,Normal,,,,
Raimei,Spell Card,,Normal,,,,
Broken Blocker,Trap Card,,Normal,,,,
Return Soul,Trap Card,,Normal,,,,
Fake Trap,Trap Card,,Normal,,,,
Mirror of Oaths,Trap Card,,Normal,,,,
Gemini Trap Hole,Trap Card,,Normal,,,,
Rare Value,Spell Card,,Normal,,,,
Earthshaker,Trap Card,,Normal,,,,
Metamorphosis,Spell Card,,Normal,,,,
Ghost of a Grudge,Trap Card,,Normal,,,,
Aquamirror Meditation,Trap Card,,Normal,,,,
Stray Lambs,Spell Card,,Normal,,,,
Dimension Wall,Trap Card,,Normal,,,,
Fiend Griefing,Trap Card,,Normal,,,,
Last Chapter of the Noble Knights,Spell Card,,Normal,,,,
Sakuretsu Armor,Trap Card,,Normal,,,,
Fissure,Spell Card,,Normal,,,,
Bug Emergency,Trap Card,,Normal,,,,
Judgment of the Pharaoh,Trap Card,,Normal,,,,
Dark Magic Attack,Spell Card,,Normal,,,,
Zenmailfunction,Spell Card,,Normal,,,,
Cross Attack,Spell Card,,Normal,,,,
One for One,Spell Card,,Normal,,,,
Symbol of Friendship,Spell Card,,Normal,,,,
Miracle Kids,Trap Card,,Normal,,,,
Dragon's Gunfire,Spell Card,,Normal,,,,
Return of the Six Samurai,Trap Card,,Normal,,,,
The Law of the Normal,Spell Card,,Normal,,,,
Spider Egg,Trap Card,,Normal,,,,
Present Card,Trap Card,,Normal,,,,
Tremendous Fire,Spell Card,,Normal,,,,
Chaos End,Spell Card,,Normal,,,,
Contract Laundering,Trap Card,,Normal,,,,
Pot of Avarice,Spell Card,,Normal,,,,
Rank-Up-Magic Astral Force,Spell Card,,Normal,,,,
Meteor Flare,Trap Card,,Normal,,,,
Overpowering Eye,Spell Card,,Normal,,,,
Energy Drain,Trap Card,,Normal,,,,
Miracle Fusion,Spell Card,,Normal,,,,
Spellbook of the Master,Spell Card,,Normal,,,,
Share the Pain,Spell Card,,Normal,,,,
Bonding - H2O,Spell Card,,Normal,,,,
Energy-Absorbing Monolith,Trap Card,,Normal,,,,
Dark-Piercing Light,Spell Card,,Normal,,,,
Battle of the Elements,Trap Card,,Normal,,,,
Eye of the Void,Trap Card,,Normal,,,,
Frozen Soul,Trap Card,,Normal,,,,
Destiny Draw,Spell Card,,Normal,,,,
Battle Instinct,Trap Card,,Normal,,,,
Bad Aim,Trap Card,,Normal,,,,
Yang Zing Brutality,Trap Card,,Normal,,,,
Mirror Mail,Trap Card,,Normal,,,,
Venom Shot,Spell Card,,Normal,,,,
The Claw of Hermos,Spell Card,,Normal,,,,
Star Blast,Spell Card,,Normal,,,,
Blossom Bombardment,Trap Card,,Normal,,,,
Transmodify,Spell Card,,Normal,,,,
Double Snare,Spell Card,,Normal,,,,
Book of Life,Spell Card,,Normal,,,,
Eternal Drought,Spell Card,,Normal,,,,
Cocoon Veil,Trap Card,,Normal,,,,
Hinotama,Spell Card,,Normal,,,,
Double Tag Team,Trap Card,,Normal,,,,
Overload Fusion,Spell Card,,Normal,,,,
Koa'ki Ring,Spell Card,,Normal,,,,
Performance Hurricane,Spell Card,,Normal,,,,
Cold Wave,Spell Card,,Normal,,,,
Chain Disappearance,Trap Card,,Normal,,,,
Curse of Anubis,Trap Card,,Normal,,,,
Drop Off,Trap Card,,Normal,,,,
Eradicator Epidemic Virus,Trap Card,,Normal,,,,
Graverobber,Trap Card,,Normal,,,,
Soul of the Pure,Spell Card,,Normal,,,,
Soul of the Pure,Spell Card,,Normal,,,,
Cards from the Sky,Spell Card,,Normal,,,,
Super Quantal Mech Sword - Magnaslayer,Trap Card,,Normal,,,,
Rocket Hand,Trap Card,,Normal,,,,
Bone Temple Block,Trap Card,,Normal,,,,
Shuffle Reborn,Spell Card,,Normal,,,,
The League of Uniform Nomenclature,Trap Card,,Normal,,,,
Remote Revenge,Trap Card,,Normal,,,,
Rank-Up-Magic Barian's Force,Spell Card,,Normal,,,,
Paleozoic Eldonia,Trap Card,,Normal,,,,
Spiritual Light Art - Hijiri,Trap Card,,Normal,,,,
Wild Tornado,Trap Card,,Normal,,,,
Three of a Kind,Trap Card,,Normal,,,,
Super Koi Koi,Spell Card,,Normal,,,,
Curse of the Circle,Trap Card,,Normal,,,,
Dark Deal,Trap Card,,Normal,,,,
Rank-Up-Magic Numeron Force,Spell Card,,Normal,,,,
Virus Cannon,Trap Card,,Normal,,,,
Chaos Burst,Trap Card,,Normal,,,,
Tribute Doll,Spell Card,,Normal,,,,
Compulsory Escape Device,Trap Card,,Normal,,,,
Fusion Reserve,Trap Card,,Normal,,,,
Gottoms' Second Call,Spell Card,,Normal,,,,
Level Modulation,Spell Card,,Normal,,,,
Treasure Map,Trap Card,,Normal,,,,
Odd-Eyes Fusion,Spell Card,,Normal,,,,
Gravelstorm,Trap Card,,Normal,,,,
Magic Reflector,Spell Card,,Normal,,,,
Multiple Destruction,Trap Card,,Normal,,,,
Yosenju's Divine Mountain Winds,Spell Card,,Normal,,,,
Pyroxene Fusion,Trap Card,,Normal,,,,
Bubble Crash,Trap Card,,Normal,,,,
TGX3-DX2,Trap Card,,Normal,,,,
Advanced Heraldry Art,Spell Card,,Normal,,,,
Return,Trap Card,,Normal,,,,
Galaxy Cyclone,Spell Card,,Normal,,,,
Majespecter Gust,Trap Card,,Normal,,,,
Majespecter Storm,Spell Card,,Normal,,,,
Crystal Pair,Trap Card,,Normal,,,,
Shooting Star,Trap Card,,Normal,,,,
Bujintervention,Spell Card,,Normal,,,,
Rain of Mercy,Spell Card,,Normal,,,,
Battery Charger,Spell Card,,Normal,,,,
Bujinfidel,Trap Card,,Normal,,,,
Psychic Trigger,Trap Card,,Normal,,,,
Kid Guard,Trap Card,,Normal,,,,
Wild Nature's Release,Spell Card,,Normal,,,,
Gryphon Wing,Trap Card,,Normal,,,,
Pot of Greed,Spell Card,,Normal,,,,
Give and Take,Trap Card,,Normal,,,,
Pendulum Area,Trap Card,,Normal,,,,
Spellbook of Eternity,Spell Card,,Normal,,,,
Drowning Mirror Force,Trap Card,,Normal,,,,
Core Compression,Spell Card,,Normal,,,,
Prideful Roar,Trap Card,,Normal,,,,
Omega Summon,Trap Card,,Normal,,,,
Back to Square One,Spell Card,,Normal,,,,
Typhoon,Trap Card,,Normal,,,,
Light of Redemption,Spell Card,,Normal,,,,
Final Inzektion,Spell Card,,Normal,,,,
Paleozoic Hallucigenia,Trap Card,,Normal,,,,
Fifth Hope,Spell Card,,Normal,,,,
Elemental Burst,Trap Card,,Normal,,,,
Xyz Reversal,Trap Card,,Normal,,,,
Fossil Dig,Spell Card,,Normal,,,,
Arsenal Robber,Trap Card,,Normal,,,,
Feast of the Wild LV5,Spell Card,,Normal,,,,
Book of Taiyou,Spell Card,,Normal,,,,
Dragged Down into the Grave,Spell Card,,Normal,,,,
Spirit Force,Trap Card,,Normal,,,,
Psi-Curse,Trap Card,,Normal,,,,
Painful Decision,Spell Card,,Normal,,,,
Gold Sarcophagus,Spell Card,,Normal,,,,
Defensive Tactics,Trap Card,,Normal,,,,
Six Style - Dual Wield,Trap Card,,Normal,,,,
Deep Dark Trap Hole,Trap Card,,Normal,,,,
Weed Out,Trap Card,,Normal,,,,
A Wingbeat of Giant Dragon,Spell Card,,Normal,,,,
Last Turn,Trap Card,,Normal,,,,
Metal Detector,Trap Card,,Normal,,,,
Release Restraint,Spell Card,,Normal,,,,
Xyz Shift,Spell Card,,Normal,,,,
Damage Condenser,Trap Card,,Normal,,,,
Subterror Behemoth Burrowing,Trap Card,,Normal,,,,
Aqua Story - Urashima,Trap Card,,Normal,,,,
Dust Storm of Gusto,Trap Card,,Normal,,,,
Xyz Universe,Trap Card,,Normal,,,,
Goblin's Secret Remedy,Spell Card,,Normal,,,,
Void Trap Hole,Trap Card,,Normal,,,,
Really Eternal Rest,Trap Card,,Normal,,,,
Bamboo Scrap,Trap Card,,Normal,,,,
Trap Hole of Spikes,Trap Card,,Normal,,,,
Quill Pen of Gulldos,Spell Card,,Normal,,,,
Armageddon Designator,Trap Card,,Normal,,,,
Mind Haxorz,Trap Card,,Normal,,,,
Misfortune,Spell Card,,Normal,,,,
Graydle Split,Trap Card,,Normal,,,,
Synchro Strike,Trap Card,,Normal,,,,
Magic Planter,Spell Card,,Normal,,,,
Pendulum Rising,Spell Card,,Normal,,,,
Scrapyard,Spell Card,,Normal,,,,
Zenmairch,Trap Card,,Normal,,,,
Spell Power Grasp,Spell Card,,Normal,,,,
Darklight,Trap Card,,Normal,,,,
Assault Teleport,Spell Card,,Normal,,,,
Scramble Egg,Trap Card,,Normal,,,,
Ojama Trio,Trap Card,,Normal,,,,
The Forces of Darkness,Trap Card,,Normal,,,,
Mischief of the Yokai,Trap Card,,Normal,,,,
Synchro Ejection,Trap Card,,Normal,,,,
Ojama Delta Hurricane!!,Spell Card,,Normal,,,,
Hero Mask,Spell Card,,Normal,,,,
Traptrix Trap Hole Nightmare,Trap Card,,Normal,,,,
Super Junior Confrontation,Trap Card,,Normal,,,,
Blazing Mirror Force,Trap Card,,Normal,,,,
Bottomless Trap Hole,Trap Card,,Normal,,,,
Nutrient Z,Trap Card,,Normal,,,,
Crystal Promise,Spell Card,,Normal,,,,
Hunting Instinct,Trap Card,,Normal,,,,
Contact,Spell Card,,Normal,,,,
Lineage of Destruction,Trap Card,,Normal,,,,
Spell Reproduction,Spell Card,,Normal,,,,
Short Circuit,Spell Card,,Normal,,,,
Zekt Conversion,Trap Card,,Normal,,,,
Butterflyoke,Trap Card,,Normal,,,,
Bad Luck Blast,Trap Card,,Normal,,,,
Terra Firma Gravity,Trap Card,,Normal,,,,
Hammer Shot,Spell Card,,Normal,,,,
Final Geas,Trap Card,,Normal,,,,
Unexpected Dai,Spell Card,,Normal,,,,
Barkion's Bark,Spell Card,,Normal,,,,
TG1-EM1,Trap Card,,Normal,,,,
Falling Current,Spell Card,,Normal,,,,
Pendulum Back,Trap Card,,Normal,,,,
Chaos Seed,Spell Card,,Normal,,,,
Block Attack,Spell Card,,Normal,,,,
Non Aggression Area,Trap Card,,Normal,,,,
Security Orb,Trap Card,,Normal,,,,
Mystic Box,Spell Card,,Normal,,,,
Burnout,Trap Card,,Normal,,,,
Poseidon Wave,Trap Card,,Normal,,,,
Gagagaguard,Trap Card,,Normal,,,,
A Hero Lives,Spell Card,,Normal,,,,
Blackwing - Bombardment,Trap Card,,Normal,,,,
Planckton,Trap Card,,Normal,,,,
Psychic Path,Spell Card,,Normal,,,,
Hieratic Seal of Convocation,Spell Card,,Normal,,,,
After The Struggle,Spell Card,,Normal,,,,
Level Up!,Spell Card,,Normal,,,,
Magnet Conversion,Trap Card,,Normal,,,,
Duston Roller,Trap Card,,Normal,,,,
Hero Ring,Trap Card,,Normal,,,,
Gagagatag,Spell Card,,Normal,,,,
Xyz Reborn,Trap Card,,Normal,,,,
Absolute End,Trap Card,,Normal,,,,
Sparks,Spell Card,,Normal,,,,
King's Synchro,Trap Card,,Normal,,,,
Spell Reclamation,Trap Card,,Normal,,,,
D.D. Dynamite,Trap Card,,Normal,,,,
DNA Checkup,Trap Card,,Normal,,,,
Infestation Tool,Trap Card,,Normal,,,,
Stardust Flash,Trap Card,,Normal,,,,
Burst Return,Spell Card,,Normal,,,,
Return from the Different Dimension,Trap Card,,Normal,,,,
Ancient Leaf,Spell Card,,Normal,,,,
Half Unbreak,Trap Card,,Normal,,,,
Overlay Regen,Spell Card,,Normal,,,,
Secret Barrel,Trap Card,,Normal,,,,
Penalty Game!,Trap Card,,Normal,,,,
Trojan Gladiator Beast,Trap Card,,Normal,,,,
That Grass Looks Greener,Spell Card,,Normal,,,,
D - Counter,Trap Card,,Normal,,,,
Formation Union,Trap Card,,Normal,,,,
Fusion Sage,Spell Card,,Normal,,,,
Resonance Device,Spell Card,,Normal,,,,
HERO's Bond,Spell Card,,Normal,,,,
D-Fusion,Trap Card,,Normal,,,,
The Monarchs Awaken,Trap Card,,Normal,,,,
Exile of the Wicked,Spell Card,,Normal,,,,
"Makiu, the Magical Mist",Spell Card,,Normal,,,,
Straight Flush,Trap Card,,Normal,,,,
Darkfall,Trap Card,,Normal,,,,
Overlay Capture,Spell Card,,Normal,,,,
Fish and Kicks,Spell Card,,Normal,,,,
The Beginning of the End,Spell Card,,Normal,,,,
Armor Ninjitsu Art of Alchemy,Spell Card,,Normal,,,,
Super Soldier Rebirth,Trap Card,,Normal,,,,
Skill Successor,Trap Card,,Normal,,,,
Backs to the Wall,Trap Card,,Normal,,,,
Cards of the Red Stone,Spell Card,,Normal,,,,
High Tide on Fire Island,Trap Card,,Normal,,,,
Wonder Xyz,Trap Card,,Normal,,,,
De-Synchro,Spell Card,,Normal,,,,
Dodododraw,Spell Card,,Normal,,,,
Magical Explosion,Trap Card,,Normal,,,,
Eliminating the League,Trap Card,,Normal,,,,
Triangle Power,Spell Card,,Normal,,,,
The Fang of Critias,Spell Card,,Normal,,,,
Zoodiac Combo,Trap Card,,Normal,,,,
A Major Upset,Trap Card,,Normal,,,,
Psychokinesis,Spell Card,,Normal,,,,
Destruction Sword Memories,Trap Card,,Normal,,,,
Heartfelt Appeal,Trap Card,,Normal,,,,
Mega Ton Magical Cannon,Spell Card,,Normal,,,,
Wattkeeper,Trap Card,,Normal,,,,
Aqua Jet,Spell Card,,Normal,,,,
Bujincarnation,Spell Card,,Normal,,,,
Rainbow Path,Trap Card,,Normal,,,,
Dimension Slice,Trap Card,,Normal,,,,
Terraforming,Spell Card,,Normal,,,,
Black Illusion,Trap Card,,Normal,,,,
Final Flame,Spell Card,,Normal,,,,
Riryoku,Spell Card,,Normal,,,,
Rainbow Life,Trap Card,,Normal,,,,
Guts of Steel,Spell Card,,Normal,,,,
Ruthless Denial,Spell Card,,Normal,,,,
One Day of Peace,Spell Card,,Normal,,,,
Meteor of Destruction,Spell Card,,Normal,,,,
Volcanic Recharge,Trap Card,,Normal,,,,
First-Aid Squad,Trap Card,,Normal,,,,
Bujinunity,Spell Card,,Normal,,,,
Tenacity of the Monarchs,Spell Card,,Normal,,,,
D.D. Designator,Spell Card,,Normal,,,,
Metalfoes Counter,Trap Card,,Normal,,,,
Psychic Soul,Trap Card,,Normal,,,,
Option Hunter,Trap Card,,Normal,,,,
Contract with Exodia,Spell Card,,Normal,,,,
Gather Your Mind,Spell Card,,Normal,,,,
Karakuri Trick House,Trap Card,,Normal,,,,
Fairy Wind,Trap Card,,Normal,,,,
Beckoning Light,Trap Card,,Normal,,,,
Surface,Spell Card,,Normal,,,,
Metalfoes Fusion,Spell Card,,Normal,,,,
Super Rush Recklessly,Trap Card,,Normal,,,,
Collected Power,Trap Card,,Normal,,,,
Reinforcement of the Army,Spell Card,,Normal,,,,
Gem-Knight Fusion,Spell Card,,Normal,,,,
Brutal Potion,Trap Card,,Normal,,,,
Tri-and-Guess,Trap Card,,Normal,,,,
Different Dimension Ground,Trap Card,,Normal,,,,
Turnabout,Trap Card,,Normal,,,,
Shield Crush,Spell Card,,Normal,,,,
Strike Slash,Trap Card,,Normal,,,,
Faustian Bargain,Spell Card,,Normal,,,,
Xyz Burst,Spell Card,,Normal,,,,
Puzzle Reborn,Trap Card,,Normal,,,,
ZERO-MAX,Spell Card,,Normal,,,,
Hieratic Seal of Banishment,Trap Card,,Normal,,,,
Enchanting Fitting Room,Spell Card,,Normal,,,,
Different Dimension Capsule,Spell Card,,Normal,,,,
Raidraptor - Return,Trap Card,,Normal,,,,
Dinomist Eruption,Trap Card,,Normal,,,,
Counterforce,Trap Card,,Normal,,,,
Rite of Spirit,Trap Card,,Normal,,,,
Ancient Gear Factory,Spell Card,,Normal,,,,
Landoise's Luminous Moss,Spell Card,,Normal,,,,
Xyz Reception,Spell Card,,Normal,,,,
Level Tuning,Spell Card,,Normal,,,,
Utopia Buster,Spell Card,,Normal,,,,
Bujin Regalia - The Sword,Trap Card,,Normal,,,,
H - Heated Heart,Spell Card,,Normal,,,,
Pyro Clock of Destiny,Trap Card,,Normal,,,,
Rekindling,Spell Card,,Normal,,,,
Monster Reincarnation,Spell Card,,Normal,,,,
Legacy of Yata-Garasu,Trap Card,,Normal,,,,
Flower Stacking,Spell Card,,Normal,,,,
Qlipper Launch,Trap Card,,Normal,,,,
Covering Fire,Trap Card,,Normal,,,,
Lost Wind,Trap Card,,Normal,,,,
Golden Bamboo Sword,Spell Card,,Normal,,,,
Ready for Intercepting,Trap Card,,Normal,,,,
Invocation,Spell Card,,Normal,,,,
Change of Hero - Reflector Ray,Trap Card,,Normal,,,,
Evo-Singularity,Trap Card,,Normal,,,,
Dark World Dealings,Spell Card,,Normal,,,,
Xyz Revenge Shuffle,Trap Card,,Normal,,,,
Painful Choice,Spell Card,,Normal,,,,
Harmonic Oscillation,Spell Card,,Normal,,,,
Unified Front,Trap Card,,Normal,,,,
Pikeru's Circle of Enchantment,Trap Card,,Normal,,,,
Chain Destruction,Trap Card,,Normal,,,,
Psi-Impulse,Spell Card,,Normal,,,,
Malevolent Catastrophe,Trap Card,,Normal,,,,
Fusion Substitute,Spell Card,,Normal,,,,
Battle Mania,Trap Card,,Normal,,,,
Paleozoic Leanchoilia,Trap Card,,Normal,,,,
Dark Calling,Spell Card,,Normal,,,,
Punch-in-the-Box,Trap Card,,Normal,,,,
Ferret Flames,Trap Card,,Normal,,,,
Creature Swap,Spell Card,,Normal,,,,
Conscription,Trap Card,,Normal,,,,
Magician Navigation,Trap Card,,Normal,,,,
Aegis of the Ocean Dragon Lord,Trap Card,,Normal,,,,
Shien's Spy,Spell Card,,Normal,,,,
Xyz Revenge,Spell Card,,Normal,,,,
Spellbook of Power,Spell Card,,Normal,,,,
Crystal Counter,Trap Card,,Normal,,,,
Icy Crevasse,Trap Card,,Normal,,,,
Offering to the Snake Deity,Trap Card,,Normal,,,,
Dragon's Rebirth,Trap Card,,Normal,,,,
Reverse Glasses,Trap Card,,Normal,,,,
Stardust Re-Spark,Trap Card,,Normal,,,,
Dark Mirror Force,Trap Card,,Normal,,,,
Painful Escape,Trap Card,,Normal,,,,
E - Emergency Call,Spell Card,,Normal,,,,
Qlife's End,Trap Card,,Normal,,,,
Tannhauser Gate,Spell Card,,Normal,,,,
Hero Flash!!,Spell Card,,Normal,,,,
Sonic Boom,Trap Card,,Normal,,,,
Slip Summon,Trap Card,,Normal,,,,
Counter Gate,Trap Card,,Normal,,,,
Proof of Powerlessness,Trap Card,,Normal,,,,
Thunder Short,Spell Card,,Normal,,,,
Fairy of the Spring,Spell Card,,Normal,,,,
Anti-Magic Prism,Trap Card,,Normal,,,,
Breath of Light,Spell Card,,Normal,,,,
Black Wing Revenge,Trap Card,,Normal,,,,
The Humble Sentry,Spell Card,,Normal,,,,
Inherited Fortune,Trap Card,,Normal,,,,
The Traveler and the Burning Abyss,Trap Card,,Normal,,,,
Confiscation,Spell Card,,Normal,,,,
Galactic Charity,Spell Card,,Normal,,,,
Disarmament,Trap Card,,Normal,,,,
Rock Bombardment,Trap Card,,Normal,,,,
Spellbook Library of the Heliosphere,Spell Card,,Normal,,,,
Miracle's Wake,Trap Card,,Normal,,,,
Spell Gear,Spell Card,,Normal,,,,
A Hero Emerges,Trap Card,,Normal,,,,
Fish and Swaps,Spell Card,,Normal,,,,
Night Beam,Spell Card,,Normal,,,,
Psychic Rejuvenation,Trap Card,,Normal,,,,
Radiant Mirror Force,Trap Card,,Normal,,,,
Blasting the Ruins,Trap Card,,Normal,,,,
D - Spirit,Spell Card,,Normal,,,,
Reinforced Space,Trap Card,,Normal,,,,
Divine Relic Mjollnir,Trap Card,,Normal,,,,
Horn of the Phantom Beast,Trap Card,,Normal,,,,
Leeching the Light,Spell Card,,Normal,,,,
Acid Rain,Spell Card,,Normal,,,,
Owner's Seal,Spell Card,,Normal,,,,
Last Day of Witch,Spell Card,,Normal,,,,
Last Day of Witch,Spell Card,,Normal,,,,
Destruction Ring,Trap Card,,Normal,,,,
Reptilianne Spawn,Spell Card,,Normal,,,,
Inzektor Gauntlet,Trap Card,,Normal,,,,
Altar for Tribute,Trap Card,,Normal,,,,
Double-Edged Sword Technique,Trap Card,,Normal,,,,
Good Goblin Housekeeping,Trap Card,,Normal,,,,
Blue Medicine,Spell Card,,Normal,,,,
Dark Scorpion Combination,Trap Card,,Normal,,,,
Extinction on Schedule,Trap Card,,Normal,,,,
Raidraptor - Readiness,Trap Card,,Normal,,,,
Return of the Doomed,Spell Card,,Normal,,,,
Mischief of the Gnomes,Trap Card,,Normal,,,,
Gagagabolt,Spell Card,,Normal,,,,
Xyz Soul,Trap Card,,Normal,,,,
Final Destiny,Spell Card,,Normal,,,,
Zero Force,Trap Card,,Normal,,,,
Fusion Recovery,Spell Card,,Normal,,,,
Gagagashield,Trap Card,,Normal,,,,
Subterror Final Battle,Trap Card,,Normal,,,,
Chthonian Blast,Trap Card,,Normal,,,,
Secret Blast,Trap Card,,Normal,,,,
Heraldry Change,Trap Card,,Normal,,,,
SPYRAL GEAR - Utility Wire,Trap Card,,Normal,,,,
Infernity Force,Trap Card,,Normal,,,,
Micro Ray,Trap Card,,Normal,,,,
Harpie's Feather Duster,Spell Card,,Normal,,,,
Harpie's Feather Duster,Spell Card,,Normal,,,,
Cipher Spectrum,Trap Card,,Normal,,,,
Gemini Booster,Trap Card,,Normal,,,,
Phantasm Spiral Assault,Trap Card,,Normal,,,,
Magician's Circle,Trap Card,,Normal,,,,
Magnet Force,Trap Card,,Normal,,,,
Reinforcements,Trap Card,,Normal,,,,
Gem-Enhancement,Trap Card,,Normal,,,,
Burst Stream of Destruction,Spell Card,,Normal,,,,
Fairy's Hand Mirror,Trap Card,,Normal,,,,
Reinforce Truth,Trap Card,,Normal,,,,
Destruct Potion,Trap Card,,Normal,,,,
Magical Star Illusion,Spell Card,,Normal,,,,
White Elephant's Gift,Spell Card,,Normal,,,,
Preparation of Rites,Spell Card,,Normal,,,,
Heavy Storm,Spell Card,,Normal,,,,
Swing of Memories,Spell Card,,Normal,,,,
Ookazi,Spell Card,,Normal,,,,
Feather Shot,Spell Card,,Normal,,,,
Skull Dice,Trap Card,,Normal,,,,
Miracle Locus,Trap Card,,Normal,,,,
Beast Rage,Spell Card,,Normal,,,,
Rise to Full Height,Trap Card,,Normal,,,,
Accumulated Fortune,Trap Card,,Normal,,,,
Magical Stone Excavation,Spell Card,,Normal,,,,
De-Spell,Spell Card,,Normal,,,,
Photon Sanctuary,Spell Card,,Normal,,,,
Recycling Batteries,Spell Card,,Normal,,,,
Hero Counterattack,Trap Card,,Normal,,,,
Duelist Alliance,Spell Card,,Normal,,,,
Nobleman of Extermination,Spell Card,,Normal,,,,
Halfway to Forever,Trap Card,,Normal,,,,
Survival's End,Trap Card,,Normal,,,,
System Down,Spell Card,,Normal,,,,
Exchange of the Spirit,Trap Card,,Normal,,,,
Infestation Wave,Trap Card,,Normal,,,,
Magical Contract Door,Spell Card,,Normal,,,,
Alien Brain,Trap Card,,Normal,,,,
Spacetime Transcendence,Spell Card,,Normal,,,,
An Unfortunate Report,Trap Card,,Normal,,,,
Gagaga Academy Emergency Network,Spell Card,,Normal,,,,
Gagagadraw,Spell Card,,Normal,,,,
Hidden Spellbook,Trap Card,,Normal,,,,
Pendulum Reborn,Trap Card,,Normal,,,,
Emergency Assistance,Spell Card,,Normal,,,,
Shien's Scheme,Trap Card,,Normal,,,,
Hieroglyph Lithograph,Spell Card,,Normal,,,,
Ostinato,Spell Card,,Normal,,,,
Solar Recharge,Spell Card,,Normal,,,,
Ritual Sealing,Trap Card,,Normal,,,,
Meklord Factory,Trap Card,,Normal,,,,
D - Fortune,Trap Card,,Normal,,,,
Dark Eruption,Spell Card,,Normal,,,,
Abyss Script - Opening Ceremony,Spell Card,,Normal,,,,
Just Desserts,Trap Card,,Normal,,,,
Ancient Telescope,Spell Card,,Normal,,,,
Primal Seed,Spell Card,,Normal,,,,
Madolchepalooza,Trap Card,,Normal,,,,
Spiritual Wind Art - Miyabi,Trap Card,,Normal,,,,
Raging Cloudian,Trap Card,,Normal,,,,
Flashbang,Trap Card,,Normal,,,,
Reckoned Power,Trap Card,,Normal,,,,
A Wild Monster Appears!,Spell Card,,Normal,,,,
Rank-Up-Magic Soul Shave Force,Spell Card,,Normal,,,,
Dimension Fusion,Spell Card,,Normal,,,,
Snake Fang,Trap Card,,Normal,,,,
Assault Mode Activate,Trap Card,,Normal,,,,
Abyss-scorn,Trap Card,,Normal,,,,
Crop Circles,Trap Card,,Normal,,,,
Polymerization,Spell Card,,Normal,,,,
Polymerization,Spell Card,,Normal,,,,
Rose Bud,Spell Card,,Normal,,,,
Chain Healing,Trap Card,,Normal,,,,
Inspiration,Trap Card,,Normal,,,,
Overwind,Trap Card,,Normal,,,,
Paleozoic Pikaia,Trap Card,,Normal,,,,
Fiend's Sanctuary,Spell Card,,Normal,,,,
Bright Future,Trap Card,,Normal,,,,
Changing Destiny,Trap Card,,Normal,,,,
Call of the Grave,Trap Card,,Normal,,,,
Ojamagic,Spell Card,,Normal,,,,
Disappear,Trap Card,,Normal,,,,
King's Consonance,Trap Card,,Normal,,,,
