model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,catergory_mileage,catergory_year,catergory_tax
Ioniq,2018.0,13795.0,Automatic,37221.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
Kona,2019.0,20495.0,Semi-Auto,5521.0,Petrol,145.0,34.0,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,17995.0,Manual,4412.0,Petrol,145.0,35.3,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,21690.0,Semi-Auto,6219.0,Diesel,145.0,47.1,1.6,0<10000,2015>2020,100>150
Tucson,2018.0,17495.0,Manual,4760.0,Diesel,145.0,48.7,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,22495.0,Semi-Auto,15511.0,Petrol,150.0,35.8,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,15795.0,Manual,13980.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I10,2015.0,5495.0,Manual,27056.0,Petrol,20.0,60.1,1.0,20000>30000,2010>2015,<100
Tucson,2018.0,17995.0,Manual,11779.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I10,2018.0,10495.0,Semi-Auto,8168.0,Petrol,145.0,47.9,1.2,0<10000,2015>2020,100>150
Ioniq,2019.0,21995.0,Automatic,7138.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,17995.0,Automatic,6987.0,Petrol,145.0,39.8,1.6,0<10000,2015>2020,100>150
I40,2019.0,19995.0,Semi-Auto,11013.0,Diesel,145.0,53.3,1.6,10000>20000,2015>2020,100>150
SantaFe,2020.0,35995.0,Semi-Auto,1088.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
I20,2020.0,11995.0,Manual,2310.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
I30,2020.0,15495.0,Manual,3363.0,Petrol,145.0,44.8,1.0,0<10000,2015>2020,100>150
Ioniq,2020.0,20995.0,Automatic,5395.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
I10,2020.0,12995.0,Manual,921.0,Petrol,145.0,55.4,1.2,0<10000,2015>2020,100>150
I20,2019.0,9295.0,Manual,15216.0,Petrol,145.0,46.3,1.2,10000>20000,2015>2020,100>150
I20,2017.0,8795.0,Automatic,25650.0,Petrol,160.0,45.6,1.4,20000>30000,2015>2020,150>200
IX20,2017.0,8690.0,Manual,19363.0,Petrol,145.0,50.4,1.4,10000>20000,2015>2020,100>150
I20,2019.0,11780.0,Manual,1485.0,Petrol,145.0,47.9,1.0,0<10000,2015>2020,100>150
SantaFe,2019.0,32490.0,Semi-Auto,3960.0,Diesel,145.0,39.8,2.2,0<10000,2015>2020,100>150
I10,2019.0,9325.0,Manual,3682.0,Petrol,145.0,57.6,1.2,0<10000,2015>2020,100>150
Tucson,2020.0,25995.0,Semi-Auto,985.0,Petrol,145.0,35.8,1.6,0<10000,2015>2020,100>150
I10,2020.0,11795.0,Manual,23.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
Ioniq,2019.0,23495.0,Automatic,9230.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2018.0,8995.0,Manual,24021.0,Petrol,145.0,57.7,1.2,20000>30000,2015>2020,100>150
I40,2016.0,12995.0,Manual,18340.0,Diesel,125.0,60.1,1.7,10000>20000,2015>2020,100>150
Ioniq,2019.0,23495.0,Automatic,4720.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2015.0,6295.0,Manual,27390.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
Tucson,2019.0,14495.0,Manual,17642.0,Petrol,145.0,35.3,1.6,10000>20000,2015>2020,100>150
I10,2017.0,7695.0,Manual,22022.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
Kona,2019.0,15295.0,Manual,5986.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I30,2018.0,10450.0,Manual,24512.0,Petrol,150.0,56.5,1.0,20000>30000,2015>2020,100>150
I20,2013.0,4599.0,Manual,43621.0,Petrol,30.0,57.6,1.2,40000>50000,2010>2015,<100
Tucson,2019.0,19995.0,Manual,10.0,Diesel,150.0,48.7,1.6,0<10000,2015>2020,100>150
SantaFe,2017.0,19990.0,Semi-Auto,38202.0,Diesel,150.0,42.8,2.2,30000>40000,2015>2020,100>150
Tucson,2020.0,25495.0,Semi-Auto,1000.0,Hybrid,145.0,50.4,1.6,0<10000,2015>2020,100>150
Tucson,2020.0,22995.0,Manual,1000.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
Ioniq,2017.0,14995.0,Automatic,23900.0,Hybrid,0.0,78.5,1.6,20000>30000,2015>2020,<100
I10,2019.0,8700.0,Manual,497.0,Petrol,150.0,60.1,1.0,0<10000,2015>2020,100>150
I30,2017.0,11795.0,Manual,13480.0,Petrol,150.0,52.3,1.4,10000>20000,2015>2020,100>150
I20,2017.0,7995.0,Manual,24714.0,Petrol,150.0,58.9,1.2,20000>30000,2015>2020,100>150
I10,2017.0,9495.0,Semi-Auto,12000.0,Petrol,150.0,47.9,1.2,10000>20000,2015>2020,100>150
I10,2018.0,8300.0,Manual,6871.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Kona,2019.0,21689.0,Automatic,5155.0,Hybrid,140.0,52.3,1.6,0<10000,2015>2020,100>150
Ioniq,2019.0,19689.0,Automatic,10000.0,Hybrid,140.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2019.0,8695.0,Manual,10332.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Ioniq,2018.0,15795.0,Automatic,32360.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
Kona,2019.0,15995.0,Manual,5200.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2017.0,7495.0,Manual,11997.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I30,2016.0,11995.0,Manual,14838.0,Petrol,235.0,38.7,1.6,10000>20000,2015>2020,>200
SantaFe,2018.0,20550.0,Semi-Auto,21000.0,Diesel,145.0,42.8,2.2,20000>30000,2015>2020,100>150
Tucson,2017.0,13397.0,Manual,19687.0,Petrol,165.0,44.8,1.6,10000>20000,2015>2020,150>200
Tucson,2017.0,14407.0,Semi-Auto,36541.0,Diesel,150.0,57.6,1.7,30000>40000,2015>2020,100>150
IX20,2019.0,11994.0,Manual,7887.0,Petrol,150.0,37.2,1.6,0<10000,2015>2020,100>150
Ioniq,2017.0,16790.0,Automatic,7858.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2018.0,14991.0,Semi-Auto,32217.0,Diesel,150.0,57.6,1.7,30000>40000,2015>2020,100>150
I10,2015.0,4871.0,Manual,42761.0,Petrol,20.0,60.1,1.0,40000>50000,2010>2015,<100
Tucson,2016.0,11490.0,Manual,12800.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I10,2018.0,5995.0,Manual,35458.0,Petrol,145.0,57.7,1.2,30000>40000,2015>2020,100>150
Tucson,2017.0,13995.0,Manual,10157.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I20,2016.0,10000.0,Manual,21010.0,Petrol,125.0,51.4,1.4,20000>30000,2015>2020,100>150
IX20,2018.0,12000.0,Manual,6684.0,Petrol,150.0,50.4,1.4,0<10000,2015>2020,100>150
IX35,2015.0,9000.0,Manual,41309.0,Diesel,150.0,53.3,1.7,40000>50000,2010>2015,100>150
I10,2017.0,8380.0,Manual,19230.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Tucson,2017.0,13510.0,Semi-Auto,38351.0,Diesel,125.0,57.6,1.7,30000>40000,2015>2020,100>150
Tucson,2016.0,13495.0,Manual,37167.0,Diesel,150.0,54.3,2.0,30000>40000,2015>2020,100>150
I10,2017.0,6995.0,Manual,14258.0,Petrol,150.0,60.1,1.0,10000>20000,2015>2020,100>150
Ioniq,2018.0,16995.0,Automatic,31852.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
I10,2018.0,8995.0,Manual,10553.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Tucson,2019.0,23495.0,Manual,3961.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I20,2017.0,8995.0,Manual,27921.0,Petrol,150.0,55.4,1.2,20000>30000,2015>2020,100>150
Tucson,2019.0,23995.0,Manual,26.0,Diesel,150.0,48.7,1.6,0<10000,2015>2020,100>150
I10,2014.0,5395.0,Manual,35428.0,Petrol,20.0,60.1,1.0,30000>40000,2010>2015,<100
I30,2018.0,11995.0,Manual,22102.0,Petrol,150.0,52.3,1.4,20000>30000,2015>2020,100>150
I10,2018.0,8495.0,Manual,18406.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
I10,2020.0,10795.0,Manual,2255.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
Tucson,2020.0,23495.0,Manual,2256.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,13250.0,Manual,27815.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I10,2017.0,7260.0,Manual,11090.0,Petrol,20.0,60.1,1.0,10000>20000,2015>2020,<100
I40,2014.0,7880.0,Manual,66600.0,Diesel,150.0,55.4,1.7,>60000,2010>2015,100>150
I10,2017.0,5740.0,Manual,53329.0,Petrol,30.0,57.6,1.2,50000>60000,2015>2020,<100
Tucson,2016.0,11695.0,Manual,22684.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
IX20,2015.0,7480.0,Automatic,17950.0,Petrol,205.0,43.6,1.6,10000>20000,2010>2015,>200
Tucson,2016.0,15995.0,Manual,24340.0,Diesel,125.0,58.9,2.0,20000>30000,2015>2020,100>150
SantaFe,2016.0,17995.0,Semi-Auto,34670.0,Diesel,235.0,42.8,2.2,30000>40000,2015>2020,>200
I20,2017.0,8295.0,Manual,22781.0,Petrol,150.0,55.4,1.2,20000>30000,2015>2020,100>150
I30,2020.0,19995.0,Manual,2661.0,Petrol,150.0,45.6,1.4,0<10000,2015>2020,100>150
I20,2019.0,13495.0,Automatic,13337.0,Petrol,145.0,49.6,1.0,10000>20000,2015>2020,100>150
I800,2018.0,15495.0,Manual,32997.0,Diesel,145.0,37.7,2.5,30000>40000,2015>2020,100>150
Kona,2019.0,13995.0,Manual,10961.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Kona,2019.0,15295.0,Manual,14398.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
I10,2018.0,8995.0,Manual,10481.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Ioniq,2018.0,15995.0,Automatic,30448.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
SantaFe,2018.0,29495.0,Semi-Auto,8400.0,Diesel,150.0,39.8,2.2,0<10000,2015>2020,100>150
I10,2017.0,7620.0,Manual,10049.0,Petrol,30.0,57.7,1.2,10000>20000,2015>2020,<100
Tucson,2019.0,16495.0,Manual,10333.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2018.0,14943.0,Manual,8540.0,Petrol,145.0,44.8,1.6,0<10000,2015>2020,100>150
I30,2015.0,6850.0,Manual,57541.0,Diesel,0.0,78.4,1.6,50000>60000,2010>2015,<100
Tucson,2016.0,12026.0,Manual,45876.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
IX20,2017.0,10300.0,Manual,5003.0,Petrol,125.0,50.4,1.4,0<10000,2015>2020,100>150
Kona,2019.0,15795.0,Manual,12677.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Ioniq,2018.0,15795.0,Automatic,31627.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
Tucson,2016.0,16995.0,Manual,12797.0,Petrol,260.0,37.2,1.6,10000>20000,2015>2020,>200
I20,2017.0,9995.0,Automatic,19595.0,Petrol,145.0,45.6,1.4,10000>20000,2015>2020,100>150
SantaFe,2020.0,35995.0,Semi-Auto,1801.0,Diesel,145.0,39.8,2.2,0<10000,2015>2020,100>150
I20,2016.0,8695.0,Manual,19456.0,Petrol,20.0,62.8,1.0,10000>20000,2015>2020,<100
I10,2020.0,14995.0,Semi-Auto,516.0,Petrol,145.0,49.6,1.2,0<10000,2015>2020,100>150
Ioniq,2019.0,21695.0,Automatic,6933.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,23795.0,Manual,3000.0,Hybrid,145.0,51.4,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,16430.0,Manual,26500.0,Diesel,145.0,54.3,2.0,20000>30000,2015>2020,100>150
Tucson,2015.0,11697.0,Manual,21904.0,Diesel,30.0,61.7,1.7,20000>30000,2010>2015,<100
Tucson,2017.0,14600.0,Manual,30165.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I30,2019.0,23995.0,Manual,150.0,Petrol,150.0,34.0,2.0,0<10000,2015>2020,100>150
Tucson,2019.0,18895.0,Semi-Auto,4367.0,Petrol,150.0,36.2,1.6,0<10000,2015>2020,100>150
Kona,2018.0,16995.0,Manual,250.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Kona,2019.0,13990.0,Manual,15927.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Kona,2018.0,13995.0,Manual,10326.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,20495.0,Manual,1498.0,Hybrid,145.0,51.4,1.6,0<10000,2015>2020,100>150
I10,2015.0,5995.0,Manual,27872.0,Petrol,20.0,60.1,1.0,20000>30000,2010>2015,<100
I20,2020.0,13995.0,Manual,1974.0,Petrol,145.0,47.9,1.0,0<10000,2015>2020,100>150
I30,2019.0,16495.0,Manual,12540.0,Diesel,145.0,58.9,1.6,10000>20000,2015>2020,100>150
I20,2017.0,7995.0,Manual,21807.0,Petrol,150.0,58.9,1.2,20000>30000,2015>2020,100>150
I10,2018.0,10495.0,Semi-Auto,8500.0,Petrol,150.0,47.9,1.2,0<10000,2015>2020,100>150
Kona,2018.0,12995.0,Manual,9505.0,Petrol,150.0,52.3,1.0,0<10000,2015>2020,100>150
SantaFe,2019.0,32495.0,Semi-Auto,11000.0,Diesel,145.0,39.2,2.2,10000>20000,2015>2020,100>150
I10,2017.0,7695.0,Manual,26353.0,Petrol,150.0,57.7,1.2,20000>30000,2015>2020,100>150
I10,2016.0,6495.0,Manual,20731.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
Kona,2018.0,14995.0,Manual,6933.0,Petrol,150.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2016.0,6495.0,Manual,36193.0,Petrol,30.0,57.6,1.2,30000>40000,2015>2020,<100
I10,2014.0,4795.0,Manual,44047.0,Petrol,20.0,60.1,1.0,40000>50000,2010>2015,<100
Tucson,2017.0,11995.0,Manual,28476.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
IX20,2015.0,7895.0,Automatic,20500.0,Petrol,205.0,43.6,1.6,20000>30000,2010>2015,>200
Ioniq,2016.0,15275.0,Automatic,19801.0,Hybrid,0.0,78.5,1.6,10000>20000,2015>2020,<100
Tucson,2019.0,21995.0,Manual,4425.0,Petrol,150.0,34.9,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,22395.0,Semi-Auto,9898.0,Petrol,150.0,35.8,1.6,0<10000,2015>2020,100>150
I10,2020.0,11795.0,Manual,295.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
I30,2019.0,23995.0,Manual,21.0,Petrol,150.0,34.0,2.0,0<10000,2015>2020,100>150
I30,2015.0,7495.0,Manual,42764.0,Petrol,150.0,48.7,1.4,40000>50000,2010>2015,100>150
Tucson,2017.0,11699.0,Manual,22371.0,Petrol,160.0,44.8,1.6,20000>30000,2015>2020,150>200
Tucson,2018.0,22289.0,Semi-Auto,14290.0,Petrol,145.0,35.8,1.6,10000>20000,2015>2020,100>150
I30,2017.0,11495.0,Semi-Auto,23505.0,Petrol,150.0,51.4,1.4,20000>30000,2015>2020,100>150
I10,2017.0,8295.0,Manual,4028.0,Petrol,150.0,60.1,1.0,0<10000,2015>2020,100>150
I40,2016.0,9995.0,Manual,32309.0,Diesel,20.0,67.3,1.7,30000>40000,2015>2020,<100
Tucson,2017.0,13995.0,Semi-Auto,40077.0,Diesel,150.0,57.6,1.7,40000>50000,2015>2020,100>150
I10,2018.0,7695.0,Manual,15885.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2018.0,7995.0,Manual,6753.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2017.0,7169.0,Manual,18610.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Kona,2019.0,15469.0,Manual,10.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2018.0,7995.0,Manual,6752.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Kona,2019.0,13699.0,Manual,1001.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2018.0,13995.0,Manual,7809.0,Petrol,145.0,44.8,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,22969.0,Automatic,8100.0,Diesel,145.0,46.3,1.6,0<10000,2015>2020,100>150
I30,2019.0,23469.0,Manual,2938.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
Tucson,2019.0,24969.0,Manual,5500.0,Diesel,145.0,45.6,1.6,0<10000,2015>2020,100>150
I10,2014.0,5969.0,Manual,22000.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
Tucson,2015.0,15769.0,Manual,16212.0,Diesel,125.0,58.9,2.0,10000>20000,2010>2015,100>150
I10,2019.0,10269.0,Manual,10.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,10169.0,Manual,642.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
Tucson,2017.0,13269.0,Manual,15625.0,Petrol,150.0,44.8,1.6,10000>20000,2015>2020,100>150
I20,2019.0,12495.0,Manual,14.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
Ioniq,2019.0,22995.0,Automatic,9000.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2020.0,11995.0,Manual,610.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
IX20,2016.0,8995.0,Manual,9442.0,Petrol,125.0,50.4,1.4,0<10000,2015>2020,100>150
Kona,2018.0,13495.0,Manual,9396.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2018.0,13995.0,Manual,25295.0,Petrol,145.0,44.8,1.6,20000>30000,2015>2020,100>150
Ioniq,2019.0,20495.0,Automatic,4243.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Kona,2018.0,13995.0,Manual,8085.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I20,2017.0,7350.0,Manual,32500.0,Petrol,145.0,58.9,1.2,30000>40000,2015>2020,100>150
I10,2019.0,7995.0,Manual,4889.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Kona,2019.0,14450.0,Manual,9893.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2019.0,15700.0,Manual,13161.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I20,2018.0,10195.0,Manual,22000.0,Petrol,145.0,58.9,1.0,20000>30000,2015>2020,100>150
I10,2020.0,11795.0,Manual,85.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
Tucson,2016.0,12495.0,Manual,21384.0,Petrol,160.0,44.8,1.6,20000>30000,2015>2020,150>200
Ioniq,2019.0,20495.0,Semi-Auto,2125.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
I30,2015.0,8350.0,Manual,15318.0,Petrol,145.0,47.1,1.4,10000>20000,2010>2015,100>150
Ioniq,2018.0,16495.0,Semi-Auto,17712.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Ioniq,2018.0,14995.0,Semi-Auto,37445.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
I10,2018.0,6895.0,Manual,30842.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I40,2019.0,21990.0,Semi-Auto,1650.0,Diesel,145.0,54.3,1.6,0<10000,2015>2020,100>150
Kona,2019.0,24295.0,Semi-Auto,7200.0,Hybrid,135.0,52.3,1.6,0<10000,2015>2020,100>150
IX20,2017.0,10350.0,Automatic,22691.0,Petrol,160.0,43.5,1.6,20000>30000,2015>2020,150>200
I10,2018.0,7995.0,Manual,7356.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2018.0,7895.0,Manual,15207.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Ioniq,2019.0,21995.0,Automatic,4048.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
I30,2017.0,10252.0,Manual,29664.0,Diesel,145.0,74.3,1.6,20000>30000,2015>2020,100>150
I10,2017.0,8595.0,Semi-Auto,30435.0,Petrol,145.0,47.9,1.2,30000>40000,2015>2020,100>150
I10,2018.0,6595.0,Manual,32641.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I10,2018.0,6925.0,Manual,29042.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
Tucson,2019.0,22600.0,Semi-Auto,9300.0,Petrol,145.0,36.2,1.6,0<10000,2015>2020,100>150
I40,2019.0,21490.0,Semi-Auto,9000.0,Diesel,145.0,54.3,1.6,0<10000,2015>2020,100>150
I10,2017.0,6290.0,Manual,41832.0,Petrol,30.0,57.7,1.2,40000>50000,2015>2020,<100
I10,2017.0,6240.0,Manual,31050.0,Petrol,150.0,60.1,1.0,30000>40000,2015>2020,100>150
I30,2017.0,9230.0,Manual,34590.0,Diesel,0.0,78.4,1.6,30000>40000,2015>2020,<100
Tucson,2017.0,13495.0,Manual,11028.0,Petrol,150.0,44.8,1.6,10000>20000,2015>2020,100>150
I20,2017.0,8495.0,Manual,16416.0,Petrol,150.0,58.9,1.2,10000>20000,2015>2020,100>150
Tucson,2019.0,18995.0,Semi-Auto,6934.0,Petrol,150.0,36.2,1.6,0<10000,2015>2020,100>150
Ioniq,2019.0,19995.0,Automatic,7074.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
SantaFe,2019.0,32995.0,Semi-Auto,7119.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
IX20,2017.0,9795.0,Manual,12704.0,Petrol,145.0,50.4,1.4,10000>20000,2015>2020,100>150
Ioniq,2020.0,26995.0,Automatic,1290.0,Hybrid,135.0,1.1,1.6,0<10000,2015>2020,100>150
Kona,2019.0,15495.0,Manual,1990.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
IX20,2018.0,12150.0,Automatic,10166.0,Petrol,145.0,34.5,1.6,10000>20000,2015>2020,100>150
Tucson,2016.0,11990.0,Manual,35988.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2019.0,15790.0,Manual,5757.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I30,2019.0,15995.0,Manual,2640.0,Petrol,145.0,44.8,1.0,0<10000,2015>2020,100>150
I30,2019.0,22995.0,Manual,3908.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
Tucson,2016.0,13890.0,Automatic,41498.0,Diesel,240.0,43.5,2.0,40000>50000,2015>2020,>200
I10,2017.0,6550.0,Manual,31589.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I30,2018.0,12495.0,Manual,17271.0,Petrol,145.0,52.3,1.4,10000>20000,2015>2020,100>150
I10,2018.0,7250.0,Manual,20169.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
I30,2019.0,15995.0,Manual,2202.0,Petrol,145.0,44.8,1.0,0<10000,2015>2020,100>150
I10,2014.0,5000.0,Manual,61825.0,Petrol,30.0,57.6,1.2,>60000,2010>2015,<100
IX35,2015.0,8495.0,Manual,59629.0,Diesel,150.0,53.3,1.7,50000>60000,2010>2015,100>150
Tucson,2016.0,10780.0,Manual,62874.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
Tucson,2018.0,22969.0,Semi-Auto,10901.0,Diesel,145.0,40.4,2.0,10000>20000,2015>2020,100>150
Tucson,2018.0,22969.0,Semi-Auto,9198.0,Petrol,145.0,35.8,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,15469.0,Manual,14691.0,Diesel,145.0,54.3,2.0,10000>20000,2015>2020,100>150
Ioniq,2017.0,16969.0,Automatic,13076.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,22969.0,Manual,9493.0,Diesel,145.0,45.6,1.6,0<10000,2015>2020,100>150
I10,2014.0,5989.0,Manual,24986.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
I10,2017.0,5990.0,Manual,34565.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I800,2018.0,15000.0,Manual,34168.0,Diesel,145.0,37.7,2.5,30000>40000,2015>2020,100>150
I20,2019.0,12495.0,Manual,10.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
IX20,2017.0,8769.0,Manual,32663.0,Diesel,30.0,64.2,1.6,30000>40000,2015>2020,<100
Tucson,2016.0,12769.0,Manual,52417.0,Diesel,150.0,54.3,2.0,50000>60000,2015>2020,100>150
Kona,2018.0,12769.0,Manual,15892.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
I10,2018.0,7569.0,Manual,16453.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
I30,2013.0,5989.0,Manual,40029.0,Petrol,145.0,47.1,1.4,40000>50000,2010>2015,100>150
IX35,2014.0,7189.0,Manual,77877.0,Diesel,145.0,53.3,1.7,>60000,2010>2015,100>150
I10,2016.0,6689.0,Manual,29200.0,Petrol,30.0,57.6,1.2,20000>30000,2015>2020,<100
I30,2015.0,7489.0,Manual,37890.0,Petrol,150.0,47.1,1.4,30000>40000,2010>2015,100>150
I10,2015.0,5995.0,Manual,32806.0,Petrol,20.0,60.1,1.0,30000>40000,2010>2015,<100
Ioniq,2019.0,20995.0,Automatic,4271.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,16995.0,Manual,1247.0,Petrol,145.0,35.3,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,23995.0,Manual,1887.0,Hybrid,145.0,47.9,1.6,0<10000,2015>2020,100>150
Kona,2019.0,15495.0,Manual,10.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,9495.0,Manual,10.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
I10,2019.0,9495.0,Manual,1586.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
I20,2017.0,8880.0,Automatic,37101.0,Petrol,145.0,45.6,1.4,30000>40000,2015>2020,100>150
Kona,2019.0,14195.0,Manual,6280.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2014.0,5289.0,Manual,38073.0,Petrol,20.0,60.1,1.0,30000>40000,2010>2015,<100
I10,2014.0,5389.0,Manual,38427.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
I10,2017.0,7289.0,Manual,16512.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
I10,2014.0,5489.0,Manual,31500.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
