type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
Movie,Mud,Jeff Nichols,United States,1/1/2021,2012,PG-13,131 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Mujhse Shaadi Karogi,David Dhawan,India,12/31/2019,2004,TV-PG,158 min,"Comedies, International Movies, Romantic Movies",20.5937,78.9629
Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon",France,1/26/2018,2014,PG,85 min,Children & Family Movies,46.6035,1.8883
Movie,Muppets Most Wanted,James Bobin,United States,9/1/2020,2014,PG,110 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Murder Party,Jeremy Saulnier,United States,9/1/2018,2007,NR,79 min,"Comedies, Cult Movies, Horror Movies",37.0902,-95.7129
Movie,Mutiny on the Bounty,"Lewis Milestone, Carol Reed",United States,11/1/2019,1962,TV-PG,185 min,"Action & Adventure, Classic Movies, Dramas",37.0902,-95.7129
Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,Canada,10/17/2018,2010,TV-PG,80 min,"Children & Family Movies, Comedies",56.1304,-106.3468
Movie,My Brother ... Nikhil,Onir,India,10/30/2018,2005,TV-PG,116 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,My Daddy is in Heaven,Waymon Boone,United States,6/12/2018,2017,TV-14,95 min,"Dramas, Faith & Spirituality",37.0902,-95.7129
Movie,My Dog is My Guide,Ismail Farouk,Egypt,4/18/2019,2013,TV-14,99 min,"Comedies, International Movies",26.8206,30.8028
Movie,My Entire High School Sinking Into the Sea,Dash Shaw,United States,1/23/2018,2016,PG-13,77 min,"Comedies, Independent Movies",37.0902,-95.7129
Movie,My Ex-Ex,Nathaniel Warsh,Canada,8/15/2017,2015,TV-MA,91 min,"Comedies, Romantic Movies",56.1304,-106.3468
Movie,My Only Mother,Wenn V. Deramas,Philippines,3/4/2019,2013,TV-14,104 min,"Comedies, Dramas, International Movies",12.4061,122.8902
Movie,My Life as a Zucchini,Claude Barras,Switzerland,10/1/2017,2016,PG-13,68 min,"Comedies, Dramas, International Movies",46.7679,7.8059
Movie,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen",United States,12/1/2015,2015,TV-Y,72 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,My Little Pony Equestria Girls: Rainbow Rocks,"Jayson Thiessen, Ishi Rudell",United States,12/17/2014,2014,TV-Y,73 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,"My Schoolmate, the Barbarian","Siu-hung Chung, Wong Jing",Hong Kong,8/16/2018,2001,TV-14,90 min,"Action & Adventure, Comedies, International Movies",22.3333,114.1737
Movie,My Scientology Movie,John Dower,United Kingdom,7/13/2017,2015,TV-MA,99 min,Documentaries,51.5099,-0.118
Movie,My Sister's Keeper,Nick Cassavetes,United States,9/1/2019,2009,PG-13,109 min,Dramas,37.0902,-95.7129
TV Show,Mutant Busters,Not Given,Spain,6/1/2017,2017,TV-PG,2 Seasons,"Kids' TV, TV Comedies",40.4637,-3.7492
Movie,My True Friend,Atsajun Sattakovit,Thailand,7/25/2018,2012,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",15.4349,100.7513
Movie,My Week with Marilyn,Simon Curtis,United Kingdom,5/30/2019,2011,R,99 min,"Dramas, Romantic Movies",51.5099,-0.118
Movie,Mythily Veendum Varunnu,Sabu Varghese,India,8/1/2018,2017,TV-PG,88 min,"Horror Movies, International Movies",20.5937,78.9629
Movie,Nacho Libre,Jared Hess,United States,11/1/2019,2006,PG,92 min,"Comedies, Sports Movies",37.0902,-95.7129
Movie,Naga The Eternal Yogi,"Krishna Agazzi, Filippo Gastaldi",Italy,2/5/2017,2016,TV-PG,73 min,"Documentaries, International Movies",43.1117,12.2706
Movie,Nails,Dennis Bartok,Ireland,3/10/2018,2017,TV-MA,85 min,Horror Movies,53.1623,-8.1494
Movie,Naledi: A Baby Elephant's Tale,"Ben Bowie, Geoff Luck",United States,5/28/2020,2016,TV-PG,91 min,Documentaries,37.0902,-95.7129
Movie,Namak Halaal,Prakash Mehra,India,12/31/2019,1982,TV-14,171 min,"Action & Adventure, Comedies, International Movies",20.5937,78.9629
Movie,Namour,Heidi Saman,United States,3/15/2017,2016,NR,80 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Naruto Shippuden : Blood Prison,Masahiko Murata,Japan,9/1/2017,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies",36.2048,138.2529
Movie,Natalia Valdebenito: Gritona,Natalia Valdebenito,United States,11/10/2017,2017,TV-MA,76 min,Stand-Up Comedy,37.0902,-95.7129
Movie,National Bird,Sonia Kennebeck,United States,5/8/2017,2016,TV-MA,92 min,Documentaries,37.0902,-95.7129
Movie,National Parks Adventure,Greg MacGillivray,United States,2/1/2018,2016,TV-G,42 min,Documentaries,37.0902,-95.7129
Movie,National Treasure,Jon Turteltaub,United States,6/1/2018,2004,PG,131 min,"Action & Adventure, Children & Family Movies",37.0902,-95.7129
Movie,Natsamrat - Asa Nat Hone Nahi,Mahesh Manjrekar,India,6/1/2018,2016,TV-14,165 min,"Dramas, International Movies",20.5937,78.9629
Movie,Natural Born Pranksters,"Roman Atwood, Ben Pluimer",United States,9/15/2016,2016,R,91 min,Comedies,37.0902,-95.7129
Movie,Natural Selection,Chad L. Scheifele,United States,12/1/2016,2015,R,101 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Nazi Concentration Camps,George Stevens,United States,3/31/2017,1945,TV-MA,59 min,"Classic Movies, Documentaries",37.0902,-95.7129
Movie,Neruda,Pablo Larraín,Chile,6/26/2017,2016,R,108 min,"Dramas, International Movies",-26.795,-70.328
Movie,Never Heard,Josh Webber,United States,2/15/2019,2018,TV-PG,89 min,"Dramas, Faith & Spirituality",37.0902,-95.7129
Movie,New York Minute,Dennie Gordon,United States,1/1/2020,2004,PG,91 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Newtown,Kim A. Snyder,United States,4/7/2017,2016,NR,84 min,Documentaries,37.0902,-95.7129
Movie,Next,Lee Tamahori,United States,7/1/2019,2007,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Nibunan,Arun Vaidyanathan,India,5/1/2018,2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies",20.5937,78.9629
Movie,Night Comes On,Jordana Spiro,United States,8/27/2020,2018,TV-MA,87 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Night Moves,Kelly Reichardt,United States,6/30/2019,2013,R,113 min,"Dramas, Independent Movies, Thrillers",37.0902,-95.7129
Movie,Nightcrawler,Dan Gilroy,United States,8/10/2020,2014,R,118 min,"Dramas, Independent Movies, Thrillers",37.0902,-95.7129
Movie,Nights in Rodanthe,George C. Wolfe,United States,7/1/2019,2008,PG-13,97 min,"Dramas, Romantic Movies",37.0902,-95.7129
Movie,No Entry,Anees Bazmee,India,3/1/2018,2005,TV-PG,161 min,"Comedies, International Movies",20.5937,78.9629
Movie,No Estoy Loca,Nicolás López,Chile,5/4/2018,2018,TV-MA,116 min,"Comedies, Dramas, International Movies",-26.795,-70.328
Movie,NOVA: Thai Cave Rescue,Tom Stubberfield,United States,7/1/2019,2018,TV-PG,53 min,Documentaries,37.0902,-95.7129
TV Show,Nature's Great Race,Not Given,United Kingdom,10/1/2017,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",51.5099,-0.118
Movie,No Reservations,Scott Hicks,United States,10/1/2019,2007,PG,104 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Norm of the North: Family Vacation,Anthony Bell,United States,5/25/2020,2020,TV-Y7,89 min,Children & Family Movies,37.0902,-95.7129
Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,India,8/21/2020,2019,TV-PG,92 min,Children & Family Movies,20.5937,78.9629
Movie,Norm of the North: King Sized Adventure,"Richard Finn, Tim Maltby",United States,9/9/2019,2019,TV-PG,90 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Not Alone,"Kiki Goshay, Jacqueline Monetta",United States,1/1/2018,2017,TV-14,50 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,United States,7/1/2019,2018,TV-G,113 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,United States,7/1/2019,2017,TV-PG,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Chinese Chariot Revealed,Giulia Clark,United States,7/1/2019,2017,TV-PG,54 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Day the Dinosaurs Died,Sarah Holt,United States,7/1/2019,2017,TV-PG,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Death Dive to Saturn,Terri Randall,United States,7/1/2019,2017,TV-G,54 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Decoding the Weather Machine,Doug Hamilton,United States,7/1/2019,2018,TV-14,113 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Eclipse Over America,Martin Gorst,United States,7/1/2019,2017,TV-G,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Extreme Animal Weapons,Peter Fison,United States,7/1/2019,2017,TV-PG,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: First Face of America,Graham Townsley,United States,7/1/2019,2018,TV-PG,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Holocaust Escape Tunnel,"Paula Apsell, Kirk Wolfinger",United States,7/1/2019,2017,TV-14,54 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Killer Hurricanes,Oliver Twinch,United States,7/1/2019,2017,TV-PG,52 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Killer Volcanoes,Oliver Twinch,United States,7/1/2019,2017,TV-PG,54 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Poisoned Water,Llewellyn M. Smith,United States,7/1/2019,2017,TV-PG,54 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Prediction by the Numbers,Daniel McCabe,United States,7/1/2019,2018,TV-G,53 min,Documentaries,37.0902,-95.7129
Movie,NOVA: Secrets of the Shining Knight,Peter Yost,United States,7/1/2019,2017,TV-PG,53 min,Documentaries,37.0902,-95.7129
Movie,November Criminals,Sacha Gervasi,United States,7/3/2020,2017,PG-13,86 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,Now and Then,Lesli Linka Glatter,United States,8/2/2019,1995,PG-13,102 min,Dramas,37.0902,-95.7129
Movie,Now More Than Ever: The History of Chicago,Peter Pardini,United States,1/1/2018,2016,TV-MA,114 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Nowhere Boy,Sam Taylor-Johnson,United Kingdom,4/14/2018,2009,R,99 min,Dramas,51.5099,-0.118
Movie,Numbered,"Dana Doron, Uriel Sinai",Israel,12/31/2017,2012,TV-PG,55 min,"Documentaries, International Movies",30.9813,34.8616
Movie,Numero Zero. The Roots of Italian Rap,Enrico Bisi,Italy,4/15/2018,2015,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals",43.1117,12.2706
Movie,Nymphomaniac: Volume 1,Lars von Trier,Denmark,1/1/2018,2013,NR,117 min,"Dramas, Independent Movies, International Movies",55.4926,10.0663
Movie,Nymphomaniac: Volume II,Lars von Trier,Denmark,8/25/2018,2013,TV-MA,124 min,"Dramas, Independent Movies, International Movies",55.4926,10.0663
Movie,Oasis: Supersonic,Mat Whitecross,United Kingdom,12/28/2018,2016,R,122 min,"Documentaries, International Movies, Music & Musicals",51.5099,-0.118
Movie,Obvious Child,Gillian Robespierre,United States,7/19/2018,2014,R,84 min,"Comedies, Dramas, Independent Movies",37.0902,-95.7129
Movie,Océans,"Jacques Perrin, Jacques Cluzaud",France,9/19/2019,2009,G,84 min,"Documentaries, International Movies",46.6035,1.8883
Movie,Occupation,Luke Sparke,Australia,1/3/2019,2018,R,120 min,"Action & Adventure, Sci-Fi & Fantasy",-25.2744,133.7751
Movie,Ocean's Eleven,Lewis Milestone,United States,11/1/2019,1960,TV-PG,127 min,"Action & Adventure, Classic Movies, Comedies",37.0902,-95.7129
Movie,Ocean's Thirteen,Steven Soderbergh,United States,10/1/2019,2007,PG-13,122 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Ocean's Twelve,Steven Soderbergh,United States,10/1/2019,2004,PG-13,125 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Oh My Ghost 4,Poj Arnon,Thailand,7/25/2018,2015,TV-MA,106 min,"Comedies, Horror Movies, International Movies",15.4349,100.7513
Movie,Off Course,Nacho G. Velilla,Spain,9/1/2016,2015,TV-MA,107 min,"Comedies, International Movies",40.4637,-3.7492
Movie,Officer Downe,Shawn Crahan,United States,3/30/2017,2016,R,91 min,Action & Adventure,37.0902,-95.7129
Movie,Oh My Ghost 2,Poj Arnon,Thailand,7/25/2018,2011,TV-MA,103 min,"Comedies, Horror Movies, International Movies",15.4349,100.7513
Movie,Oh My Ghost 3,Poj Arnon,Thailand,8/16/2018,2012,TV-MA,103 min,"Comedies, Horror Movies, International Movies",15.4349,100.7513
Movie,Oklahoma City,Barak Goodman,United States,4/19/2017,2017,TV-14,102 min,Documentaries,37.0902,-95.7129
TV Show,Oliver Stone's Untold History of the United States,Oliver Stone,United States,11/15/2016,2013,TV-PG,1 Season,Docuseries,37.0902,-95.7129
Movie,Omar and Salma 3,Mohamed Samy,Egypt,4/25/2019,2012,TV-MA,97 min,"Comedies, International Movies, Romantic Movies",26.8206,30.8028
Movie,On the Wrong Track,Clarence Yiu-leung Fok,Hong Kong,8/2/2018,1983,TV-14,89 min,"Action & Adventure, International Movies",22.3333,114.1737
Movie,On Yoga The Architecture of Peace,Heitor Dhalia,Brazil,1/10/2018,2017,TV-14,92 min,"Documentaries, Faith & Spirituality",-14.235,-51.9253
Movie,Onaatah,Pradip Kurbah,India,5/1/2018,2016,TV-14,107 min,"Dramas, International Movies",20.5937,78.9629
Movie,Once In A Lifetime Sessions with Moby,Matt Askem,United States,8/1/2018,2018,TV-14,86 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Once In A Lifetime Sessions with Nile Rodgers,Charlie Lightening,United States,8/1/2018,2018,TV-PG,70 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Once In A Lifetime Sessions with Noel Gallagher,Charlie Lightening,United States,8/1/2018,2018,TV-MA,66 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Once In A Lifetime Sessions with TLC,Matt Askem,United States,8/1/2018,2018,TV-PG,72 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Once Upon a Time in London,Simon Rumley,United Kingdom,4/15/2020,2019,TV-MA,111 min,"Dramas, International Movies",51.5099,-0.118
Movie,Stink!,Jon J. Whelan,United States,11/1/2018,2015,TV-PG,91 min,Documentaries,37.0902,-95.7129
Movie,Once Upon a Time in the West,Sergio Leone,Italy,11/20/2019,1968,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies",43.1117,12.2706
Movie,One Day,Banjong Pisanthanakun,Thailand,9/5/2018,2016,TV-PG,135 min,"Dramas, International Movies, Romantic Movies",15.4349,100.7513
Movie,One Direction: This Is Us,Morgan Spurlock,United States,10/1/2019,2013,PG,92 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Operation Odessa,Tiller Russell,United States,4/1/2020,2018,TV-MA,93 min,Documentaries,37.0902,-95.7129
Movie,One Last Thing,Tim Rouhana,United States,8/25/2019,2018,TV-MA,92 min,Dramas,37.0902,-95.7129
Movie,One More Shot,Noah Moskin,United States,1/15/2018,2017,TV-MA,89 min,Documentaries,37.0902,-95.7129
Movie,One Night Stand,Jasmine D'Souza,India,10/15/2017,2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
Movie,Only God Forgives,Nicolas Winding Refn,Denmark,5/15/2018,2013,R,90 min,"Cult Movies, Independent Movies, Thrillers",55.4926,10.0663
Movie,Only the Dead,"Bill Guttentag, Michael Ware",Australia,11/15/2018,2015,TV-MA,76 min,"Documentaries, International Movies",-25.2744,133.7751
Movie,Open Season,"Roger Allers, Jill Culton",United States,9/1/2019,2006,PG,86 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Operation Chromite,John H. Lee,South Korea,1/15/2018,2016,NR,111 min,"Action & Adventure, Dramas, International Movies",35.9078,127.7669
Movie,Operation Mekong,Dante Lam,China,8/5/2017,2016,TV-MA,124 min,"Action & Adventure, International Movies",35.8617,104.1954
Movie,Operation Red Sea,Dante Lam,China,11/27/2018,2018,TV-MA,139 min,"Action & Adventure, International Movies",35.8617,104.1954
Movie,Operator,Logan Kibens,United States,2/16/2017,2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies",37.0902,-95.7129
Movie,Opium and the Kung Fu Master,Chia Tang,Hong Kong,8/16/2018,1984,TV-MA,86 min,"Action & Adventure, International Movies",22.3333,114.1737
Movie,Oru Vishsheshapetta Biryani Kissa,Kiran Narayanan,India,8/1/2018,2017,TV-14,122 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,OtherLife,Ben C. Lucas,Australia,10/15/2017,2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies",-25.2744,133.7751
Movie,Ottaal,Jayaraj Rajasekharan Nair,India,3/15/2017,2014,TV-PG,88 min,"Dramas, International Movies",20.5937,78.9629
Movie,Our Godfather,"Mark Franchetti, Andrew Meier",United Kingdom,9/10/2019,2019,TV-MA,93 min,"Documentaries, International Movies",51.5099,-0.118
Movie,Our House,Anthony Scott Burns,Canada,6/1/2020,2018,PG-13,90 min,"Horror Movies, Thrillers",56.1304,-106.3468
Movie,Outlawed,"Adam Collins, Luke Radford",United Kingdom,2/15/2019,2018,TV-MA,102 min,Action & Adventure,51.5099,-0.118
Movie,P,Paul Spurrier,United Kingdom,5/31/2019,2006,TV-MA,105 min,"Horror Movies, International Movies",51.5099,-0.118
Movie,P Se PM Tak,Kundan Shah,India,8/1/2018,2015,TV-14,117 min,"Comedies, Independent Movies, International Movies",20.5937,78.9629
Movie,P.S. I Love You,Richard LaGravenese,United States,4/1/2019,2007,PG-13,126 min,"Dramas, Romantic Movies",37.0902,-95.7129
Movie,Paathi,Chandran Narikode,India,7/1/2018,2017,TV-14,89 min,"Dramas, International Movies",20.5937,78.9629
Movie,Pablo Escobar: Angel or Demon?,Jorge Granier,Venezuela,3/23/2018,2007,NR,82 min,"Documentaries, International Movies",7.0678,-66.1327
Movie,Pahuyut Fighting Beat,Piti Jaturaphat,Thailand,7/26/2018,2007,TV-MA,82 min,"Action & Adventure, International Movies",15.4349,100.7513
Movie,Paid in Full,Charles Stone III,United States,11/1/2019,2002,R,98 min,"Action & Adventure, Dramas",37.0902,-95.7129
Movie,Paint It Black,Amber Tamblyn,United States,2/1/2018,2016,R,96 min,Dramas,37.0902,-95.7129
Movie,Painted Faces,Alex Law,Hong Kong,8/16/2018,1988,TV-PG,108 min,"Dramas, International Movies",22.3333,114.1737
Movie,Palio,Cosima Spender,United Kingdom,6/30/2016,2015,TV-14,91 min,"Documentaries, International Movies, Sports Movies",51.5099,-0.118
Movie,Palm Trees in the Snow,Fernando González Molina,Spain,5/1/2016,2015,TV-MA,163 min,"Dramas, International Movies, Romantic Movies",40.4637,-3.7492
Movie,Panic Room,David Fincher,United States,8/1/2019,2002,R,112 min,Thrillers,37.0902,-95.7129
Movie,Papa the Great,Bhagyaraj,India,12/8/2017,2000,TV-PG,137 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,Paper Year,Rebecca Addelman,Canada,4/20/2019,2018,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies",56.1304,-106.3468
Movie,Paranormal Activity,Oren Peli,United States,1/1/2020,2007,R,86 min,"Horror Movies, Thrillers",37.0902,-95.7129
Movie,Pardes,Subhash Ghai,India,3/1/2018,1997,TV-14,187 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,Pareeth Pandaari,Gafoor Y. Elliyaas,India,7/1/2018,2017,TV-PG,109 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Paris Is Burning,Jennie Livingston,United States,2/1/2017,1990,R,77 min,"Classic Movies, Cult Movies, Documentaries",37.0902,-95.7129
Movie,Passenger 57,Kevin Hooks,United States,1/1/2021,1992,R,84 min,Action & Adventure,37.0902,-95.7129
Movie,Patiala House,Nikhil Advani,India,10/22/2017,2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies",20.5937,78.9629
Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,United States,1/29/2018,2017,TV-14,68 min,Documentaries,37.0902,-95.7129
Movie,Patriot Games,Phillip Noyce,United States,1/1/2020,1992,R,117 min,Action & Adventure,37.0902,-95.7129
Movie,Patron Mutlu Son Istiyor,Kıvanç Baruönü,Turkey,3/10/2017,2014,TV-MA,105 min,"Comedies, International Movies, Romantic Movies",38.9637,35.2433
Movie,Paul Blart: Mall Cop,Steve Carr,United States,11/1/2020,2009,PG,91 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Paulettante Veedu,Dileep Narayanan,India,7/1/2018,2016,TV-14,104 min,"Dramas, International Movies",20.5937,78.9629
Movie,Paying Guests,Paritosh Painter,India,7/1/2018,2009,TV-14,114 min,"Comedies, International Movies",20.5937,78.9629
